"Domein";"Officiële naam organisatie";"TOOi URI organisatie";"Gebruiksdoel";"Omschrijving";"Startdatum";"Einddatum";"Archief URL"
"www.ibabs.com";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.leerplichtdoorstroompuntmiddenbrabant.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.lemontilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.onderzoekscommissiechroom6.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.queerguidetilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.raadtilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.rozemaandag.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.spoorzonetilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.sportintilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.t-helpt.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.talentenprogramma.tryouttilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.tilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.tryouttilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.werkenvoortilburg.nl";"Gemeente Tilburg";"https://identifier.overheid.nl/tooi/id/gemeente/gm0855";"Website";"";"";"";""
"www.valkenswaard.nl";"Gemeente Valkenswaard";"https://identifier.overheid.nl/tooi/id/gemeente/gm0858";"Website";"Gemeentelijke website";"";"";""
"buitenwoel-veendam.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Website van de gemeente Veendam om te informeren over Buitenwoel";"11-11-2021";"26-10-2025";""
"dekompanjie.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Dit was de website van de gemeenschappelijke ambtelijke organisatie van de gemeenten Veendam en Pekela.";"29-10-2010";"01-01-2021";""
"kerkhofveendam.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Website van kerkhof Veendam van de gemeente Veendam";"18-04-2006";"";""
"loket.veendam.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Digitaal loket van de gemeente Veendam";"15-08-2021";"";""
"mijn.veendambeweegt.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Reserveringsportaal van Veendam Beweegt en Tropiqua";"30-11-2018";"";""
"omgevingsvisie.veendam.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Omgevingsvisie van de gemeente Veendam";"21-02-2022";"";""
"shvw.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Website van Stichting Herdenkingsstenen Veendam Wildervank, overgedragen door de stichting aan de gemeente Veendam";"30-07-2014";"";""
"tropiqua.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Website van het zwembad Tropiqua van de gemeente Veendam";"05-04-2006";"";""
"vanberesteyn.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Cultuurcentrum VanBeresteyn van de gemeente Veendam";"04-12-2004";"";""
"vanberesteyn.podiumnederland.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"";"";"";""
"veendam.datab.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"";"";"";""
"veendam.mijnafspraakmaken.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"";"";"";""
"veendam.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Hoofdwebsite van de gemeente Veendam";"30-08-1997";"";""
"veendam.notubiz.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"";"";"";""
"veendam.raadsinformatie.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"";"";"";""
"veendambeweegt.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Website van Team Sport en Zwembad van de gemeente Veendam";"30-11-2018";"";""
"veenjagerspad.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Doorverwijzing";"Veenjagerspad.nl was de website van het Veenjagerspad in de gemeente Veendam, de URL verwijst nu door naar de informatie over het Veenjagerspad op de website van veendambeweegt.nl";"16-01-2025";"";""
"werkenvoorgroningen.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Website van onder andere de gemeente Veendam in een samenwerkingsverband met andere gemeenten.";"01-05-2023";"";""
"woneninhetriet.nl";"Gemeente Veendam";"https://identifier.overheid.nl/tooi/id/gemeente/gm0047";"Website";"Wonen in het Riet met informatie over wonen aan de Kuifreiger/Grote Zilverreiger van de gemeente Veendam";"04-06-2024";"";""
"adviesraadsociaaldomein-venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Doorverwijzing";"";"";"";""
"archief.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"collecties.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"fit.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"iburgerzaken.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"morgen.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"nu.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"parkeren.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"q4.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"vastgoed.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"venlo.nu";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Doorverwijzing";"";"";"";""
"venloonline.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Doorverwijzing";"";"";"";""
"vitaal.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"vitaalinvenlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Doorverwijzing";"";"";"";""
"www.venlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"www.vierpaardjesvenlo.nl";"Gemeente Venlo";"https://identifier.overheid.nl/tooi/id/gemeente/gm0983";"Website";"";"";"";""
"belastingloket.vijfheerenlanden.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"gis.vijfheerenlanden.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"helsdingen.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"leerdam.city.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"mijn.vijfheerenlanden.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"omgevingsvisie.vijfheerenlanden.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"shop.ticketing.cm.com";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"storing2.moononline.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"vijfheerenlanden.bestuurlijkeinformatie.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"vijfheerenlanden.lokalelastenmeter.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"vijfheerenlanden.mijnafspraakmaken.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"web.helsdingen.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"www.broekgraaf.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"www.vijfheerenlanden.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"www.vijfheerenlandenactief.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"zorg4vijfheerenlanden.nl";"Gemeente Vijfheerenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1961";"Website";"";"";"";""
"archiefvlieland.nl";"Gemeente Vlieland";"https://identifier.overheid.nl/tooi/id/gemeente/gm0096";"Website";"";"";"";""
"digitalebelastingbalie.vlieland.nl";"Gemeente Vlieland";"https://identifier.overheid.nl/tooi/id/gemeente/gm0096";"Website";"";"";"";""
"vlieland.bestuurlijkeinformatie.nl";"Gemeente Vlieland";"https://identifier.overheid.nl/tooi/id/gemeente/gm0096";"Website";"";"";"";""
"vlieland.raadsinformatie.nl";"Gemeente Vlieland";"https://identifier.overheid.nl/tooi/id/gemeente/gm0096";"Website";"";"";"";""
"www.vlieland.nl";"Gemeente Vlieland";"https://identifier.overheid.nl/tooi/id/gemeente/gm0096";"Website";"";"";"";""
"zaakloket.vlieland.nl";"Gemeente Vlieland";"https://identifier.overheid.nl/tooi/id/gemeente/gm0096";"Website";"";"";"";""
"armoedepact.westerkwartier.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"iburgerzaken.westerkwartier.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"kaart.westerkwartier.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"potjeswijzer.westerkwartier.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"werkenvoor.westerkwartier.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"westerkwartier.bestuurlijkeinformatie.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"wonen.westerkwartier.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"woo.westerkwartier.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"www.kringloopwesterkwartier.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"www.novatec.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"www.omgevingstrajectgrijpskerknorg.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"www.vanarmnaarbeter.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"www.westerkwartier.nl";"Gemeente Westerkwartier";"https://identifier.overheid.nl/tooi/id/gemeente/gm1969";"Website";"";"";"";""
"belastingloket.woerden.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Website";"";"";"";""
"denkmee.woerden.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Website";"";"";"";""
"gemeenteraad.woerden.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Website";"";"";"";""
"geoportaal.woerden.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Website";"";"";"";""
"open.woerden.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Website";"";"";"";""
"snellerpoort.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Website";"";"";"";""
"werkenbij.woerden.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Website";"";"";"";""
"werkenbijwoerden.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Doorverwijzing";"";"";"";""
"www.woerden.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Website";"";"";"";""
"www.woerdenwijzer.nl";"Gemeente Woerden";"https://identifier.overheid.nl/tooi/id/gemeente/gm0632";"Website";"";"";"";""
"bereikbaarzoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Doorverwijzing";"";"";"";""
"doemee.zoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"energieloketzoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"gemeentezoetermeer.eu";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Doorverwijzing";"";"";"";""
"huwelijkinzoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Doorverwijzing";"";"";"";""
"kavelszoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"open.zoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"opendata.zoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"stadsatlas.zoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"terzakehetondernemershuis.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Doorverwijzing";"";"";"";""
"vrijetijdzoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.cultuur079.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.entreezoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.geheugenvanzoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.meerpunt.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.pvzoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.scalebooster.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.tzho.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.uitagendazoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.welkom2.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.werkenbijzoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.zoetermeer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.zoetermeerisdeplek.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.zoetermeerpas.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"www.zoetermeerwijzer.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
"zoetermeer.eu";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Doorverwijzing";"";"";"";""
"zoetermeer.incijfers.nl";"Gemeente Zoetermeer";"https://identifier.overheid.nl/tooi/id/gemeente/gm0637";"Website";"";"";"";""
